doc_id,summary,search_summary,issue_main,issue_sub,keywords,tone,people,organizations,locations,document_category,policy_status,speech_intent,confidence,date,source_type,source,title,document_type,model,tagged_at
NEWS_01187,臺北市長蔣萬安與新北市長侯友宜出席中正橋改建主橋改道通車前巡視典禮，強調橋梁安全與文化價值，預計10月開放新橋通行，盼明年8月工程完工。,中正橋改建通車前巡視典禮,交通,"[""道路"", ""交通安全"", ""建築安全"", ""公共建設""]","[""中正橋"", ""改建工程"", ""安全性"", ""通勤"", ""雙北合作""]",正向,"[""蔣萬安"", ""侯友宜""]","[""臺北市政府工務局"", ""臺北市政府新工處"", ""新北市政府""]","[""臺北市"", ""新北市""]",活動出席,不適用,感謝,0.95,2023-09-14,市長新聞稿,臺北市政府市長新聞稿,出席「中正橋改建工程主橋改道通車前巡視典禮」蔣萬安：完工後重現川端橋風華！,public_statement,gpt-4.1-mini,2026-06-25T12:57:20
NEWS_01188,臺北市長蔣萬安出席基泰大直25戶坍塌戶安置補助說明會，強調傾聽住戶意見並提供多元安置方案，市府將協助財損評估與補助，並依法懲戒相關營造及建築人員。,蔣萬安出席大直坍塌戶安置說明會，強調後盾角色。,住宅,"[""建築安全"", ""安置補助"", ""都更"", ""租金補貼"", ""災害應變""]","[""基泰大直"", ""安置補助"", ""建築師懲戒"", ""公辦都更"", ""財損評估""]",中性,"[""蔣萬安"", ""李四川""]","[""臺北市政府"", ""都發局"", ""建管處"", ""福益營造"", ""三大公會"", ""法務局""]","[""臺北市"", ""大直區"", ""南港"", ""基泰大直"", ""新北市""]",政策說明,推動中,說明,0.95,2023-09-13,市長新聞稿,臺北市政府市長新聞稿,出席受災戶安置補助說明會 蔣萬安：傾聽意見當大家後盾,public_statement,gpt-4.1-mini,2026-06-25T12:57:26
NEWS_01189,臺北市長蔣萬安表揚績優宗教團體、民俗委員會及孝行模範，肯定其對社會安定與公益貢獻，呼籲全民關懷孝道與社會穩定。,蔣萬安表揚績優宗教及孝行模範，期盼愛心遍滿臺北,社會福利,"[""公益"", ""宗教團體"", ""孝行楷模"", ""社會安定"", ""獎學金""]","[""宗教團體"", ""孝行模範"", ""公益"", ""社會安定"", ""表揚""]",正向,"[""蔣萬安"", ""余同學"", ""李先生"", ""楊同學"", ""裴先生""]","[""臺北市政府"", ""臺北市宗教團體"", ""臺北市民俗委員會"", ""臺灣省城隍廟""]","[""臺北市""]",活動出席,不適用,表揚,0.95,2023-09-13,市長新聞稿,臺北市政府市長新聞稿,出席臺北市績優宗教團體、民俗委員會及委員暨孝行模範聯合表揚大會 蔣萬安期盼讓愛心遍滿臺北,public_statement,gpt-4.1-mini,2026-06-25T12:57:33
NEWS_01190,臺北市長蔣萬安與新北市攜手推動2025世界壯年運動會暖身活動，強調雙北合作及國際賽事能力，呼籲市民踴躍參與，同時回應基泰信託爭議，強調臺北市政府站在災民立場，要求企業負責。,雙北攜手辦世界壯年運動會並回應基泰事件,體育,"[""運動"", ""國際交流"", ""災害應變"", ""公安"", ""市府團隊""]","[""世界壯年運動會"", ""雙北合作"", ""基泰信託爭議"", ""災民權益"", ""Strong Win暖身活動""]",正向,"[""蔣萬安"", ""侯友宜"", ""馮先勉""]","[""臺北市政府"", ""新北市政府"", ""中央體育署"", ""基泰"", ""法務局""]","[""臺北市"", ""新北市"", ""宜蘭縣"", ""桃園"", ""新竹縣市"", ""法國巴黎"", ""澳洲伯斯""]",活動出席,不適用,宣傳,0.95,2023-09-12,市長新聞稿,臺北市政府市長新聞稿,雙北世界壯年運動會Strong Win暖身活動開跑 蔣萬安邀請市民朋友一同展現臺北活力,public_statement,gpt-4.1-mini,2026-06-25T12:57:38
NEWS_01191,臺北市長蔣萬安代表市府接受張玉鳳女士捐贈高頂救護車，感謝她對社會與消防隊的支持，並期望市府消防局與市民繼續發揚愛心。市府持續推動鳳凰專責計畫救助OHCA患者。,蔣萬安代表市府接受救護車捐贈並致謝,公共安全,"[""公安"", ""消防"", ""災害應變""]","[""救護車捐贈"", ""鳳凰專責計畫"", ""消防局"", ""公益"", ""急救""]",正向,"[""蔣萬安"", ""張玉鳳""]","[""臺北市政府"", ""消防局"", ""聯合報""]","[""臺北市""]",活動出席,不適用,感謝,0.95,2023-09-11,市長新聞稿,臺北市政府市長新聞稿,代表市府接受張玉鳳女士捐贈高頂救護車 蔣萬安：臺北有您真好！,public_statement,gpt-4.1-mini,2026-06-25T12:57:43
NEWS_01192,臺北市長蔣萬安出席安置戶義務律師諮詢會，強調持續監督基泰建設履行責任，並保障受災住戶權益及安置、重建措施。,蔣萬安出席安置戶律師會議，強調保障受災戶權益。,住宅,"[""建築安全"", ""社宅"", ""租金補貼"", ""居住正義"", ""災害應變""]","[""安置戶"", ""基泰建設"", ""假扣押"", ""住宅重建"", ""租金補助""]",中性,"[""蔣萬安"", ""李四川"", ""洪總經理""]","[""臺北市政府"", ""基泰建設"", ""法務局"", ""消防局""]","[""臺北市"", ""南港""]",危機回應,持續辦理,回應,0.95,2023-09-10,市長新聞稿,臺北市政府市長新聞稿,出席安置戶義務律師諮詢會 蔣萬安展現與受災戶站在一起的決心,public_statement,gpt-4.1-mini,2026-06-25T12:57:48
NEWS_01193,李四川副市長宣布雙號棟經結構安全監測無虞，住戶可返家，市府持續監測並規劃後續重建與安置方案。,雙號棟無安全疑慮，住戶可返家,公共安全,"[""建築安全"", ""災害應變"", ""都更"", ""社宅"", ""租金補貼""]","[""大直民宅塌陷"", ""結構安全"", ""返家"", ""重建"", ""安置""]",中性,"[""李四川""]","[""臺北市政府"", ""基泰"", ""社會局"", ""工務局"", ""都發局"", ""技師公會""]","[""臺北市"", ""大直"", ""南港""]",危機回應,推動中,說明,0.95,2023-09-10,市長新聞稿,臺北市政府市長新聞稿,監測解除安全疑慮 李四川：雙號住戶若有意願已可返家,public_statement,gpt-4.1-mini,2026-06-25T12:57:53
NEWS_01194,臺北市副市長李四川要求基泰建設做出三點承諾，保障25戶受災戶救災、安置及租金補貼，並持續追查建築安全及加強工地稽查。,李四川要求基泰建設三點承諾，保障受災戶權益。,公共安全,"[""建築安全"", ""公辦都更"", ""災害應變"", ""工安"", ""防災""]","[""基泰建設"", ""受災戶"", ""建築安全"", ""停工"", ""公辦都更""]",中性,"[""李四川""]","[""臺北市政府"", ""基泰建設"", ""富邦銀行"", ""建管處"", ""專業技師工會""]","[""臺北市"", ""大直街""]",危機回應,推動中,說明,0.95,2023-09-10,市長新聞稿,臺北市政府市長新聞稿,要求基泰建設三點承諾 李四川：政府絕對與受災戶站在一起,public_statement,gpt-4.1-mini,2026-06-25T12:58:00
NEWS_01195,臺北市長蔣萬安視察大直街傾斜建物，督促住戶安置及安全監測，成立律師團保障住戶權益，強調建商責任與SOP檢視。,蔣萬安視察大直街協助住戶安置與安全監測,公共安全,"[""建築安全"", ""災害應變"", ""社宅"", ""司法協助"", ""跨局處""]","[""大直街"", ""傾斜建物"", ""住戶安置"", ""灌漿監測"", ""法律諮詢""]",中性,"[""蔣萬安""]","[""臺北市政府"", ""觀傳局"", ""基泰建設"", ""技術工會"", ""律師團""]","[""臺北市"", ""大直街"", ""南港"", ""基三社宅""]",危機回應,持續辦理,說明,0.95,2023-09-09,市長新聞稿,臺北市政府市長新聞稿,視察大直街 蔣萬安積極協助住戶短中長期安置,public_statement,gpt-4.1-mini,2026-06-25T12:58:06
NEWS_01196,臺北市長蔣萬安參加中元祈安祭典，回應大直街建物塌陷事件，強調市府協助住戶安置和求償，感謝省城隍廟多年公益付出與協助。,蔣萬安祈求城隍爺庇佑國泰民安。,公共安全,"[""建築安全"", ""災害應變"", ""防災"", ""公安""]","[""中元普渡"", ""城隍廟"", ""建物塌陷"", ""災害安置"", ""公益捐贈""]",正向,"[""蔣萬安""]","[""臺北市政府"", ""臺灣省城隍廟"", ""全國城隍廟聯誼會""]","[""臺北市"", ""大直街""]",危機回應,執行中,回應,0.95,2023-09-09,市長新聞稿,臺北市政府市長新聞稿,省城隍廟中元祈安祭典 蔣萬安：祈求城隍爺庇佑國泰民安,public_statement,gpt-4.1-mini,2026-06-25T12:58:11
NEWS_01197,臺北市長蔣萬安視察大直街傾斜民宅，成立政府資訊專區，推動安置、賠償、重建等措施，強調嚴查基泰建設責任。,蔣萬安視察大直街傾斜事故與安置重建進度,公共安全,"[""建築安全"", ""災害應變"", ""消防"", ""居住正義"", ""都市更新""]","[""大直街傾斜"", ""政府資訊專區"", ""安置"", ""重建"", ""基泰建設""]",中性,"[""蔣萬安""]","[""臺北市政府"", ""法務局"", ""稅捐稽徵處"", ""消防局"", ""基泰建設"", ""都市發展局""]","[""臺北市"", ""大直街""]",危機回應,持續辦理,說明,0.95,2023-09-09,市長新聞稿,臺北市政府市長新聞稿,再度前往大直街視察民宅傾斜情形 蔣萬安：北市府成立基泰大直事故政府資訊專區即時揭露訊息,public_statement,gpt-4.1-mini,2026-06-25T12:58:15
NEWS_01198,市長蔣萬安視察大直街工地損鄰事故，要求建商全面負責並停工，市府成立律師團協助住戶求償，持續監測安全，並全面清查施工工地。,大直街工地損鄰事故，建商停工負責,公共安全,"[""建築安全"", ""工安"", ""勞檢"", ""公安"", ""災害應變""]","[""基泰建設"", ""重大事故"", ""停工"", ""求償"", ""安全監測""]",中性,"[""蔣萬安""]","[""臺北市政府"", ""都發局"", ""勞動局"", ""法務局"", ""四大公會"", ""福益營造"", ""基泰建設""]","[""臺北市"", ""大直街""]",危機回應,推動中,說明,0.95,2023-09-08,市長新聞稿,臺北市政府市長新聞稿,再次前往大直街了解工地重大損鄰事件 蔣萬安：建商尚未負責前休想在北市動任何一個案子,public_statement,gpt-4.1-mini,2026-06-25T12:58:22
NEWS_01199,蔣萬安市長針對大直街房屋傾斜事故，指示全面停工基泰建設案，成立聯合服務中心安置受災戶，持續灌漿穩固地基並追查責任，不寬貸建商，強調保障住戶權益。,蔣萬安市長下令基泰案全面停工，成立聯合服務中心安置受災戶。,公共安全,"[""公安"", ""防災"", ""建築安全"", ""災害應變"", ""社宅"", ""都更""]","[""房屋傾斜"", ""基泰建設"", ""全面停工"", ""灌漿"", ""受災戶安置""]",中性,"[""蔣萬安"", ""李副市長""]","[""臺北市政府"", ""消防局"", ""警察局"", ""中山區公所"", ""觀傳局"", ""都發局"", ""民政局"", ""社會局"", ""衛生局"", ""建管處"", ""基泰建設"", ""福益營造""]","[""臺北市"", ""大直"", ""中山區""]",危機回應,持續辦理,回應,0.95,2023-09-08,市長新聞稿,臺北市政府市長新聞稿,蔣萬安市長下令基泰全面停工 追查責任絕不寬貸！,public_statement,gpt-4.1-mini,2026-06-25T12:58:28
NEWS_01200,臺北市長蔣萬安視察大直街傾斜房屋事件，強調市民安全優先，立即展開35戶144人疏散並擴大至159人，安排接駁車與旅館安置，並進行灌漿穩定房屋結構，持續監控狀況。,蔣萬安前往大直街視察傾斜屋況，強調市民安全,公共安全,"[""建築安全"", ""防災"", ""公共安全"", ""災害應變"", ""工安""]","[""房屋傾斜"", ""疏散"", ""灌漿"", ""安全"", ""臨時安置""]",中性,"[""蔣萬安"", ""李四川""]","[""臺北市政府"", ""北市府"", ""緊急應變中心""]","[""臺北市"", ""大直"", ""實踐大學""]",危機回應,執行中,呼籲,0.95,2023-09-08,市長新聞稿,臺北市政府市長新聞稿,趕赴大直街94巷1弄了解房屋傾斜處置情形 蔣萬安強調以市民安全為首要考量,public_statement,gpt-4.1-mini,2026-06-25T12:58:33
NEWS_01201,臺北市長蔣萬安出席市民法律諮詢律師感謝餐會，感謝律師無私付出並強調未來將提升法律諮詢服務品質。,蔣萬安感謝法律諮詢律師付出與服務提升。,社會福利,"[""法律諮詢"", ""市民服務"", ""公共法律服務"", ""志願律師"", ""法律協助""]","[""市民法律諮詢"", ""義務律師"", ""法律服務"", ""蔣萬安"", ""法律協助""]",正向,"[""蔣萬安""]","[""臺北市政府"", ""民政局""]","[""臺北市""]",活動出席,不適用,感謝,0.95,2023-09-07,市長新聞稿,臺北市政府市長新聞稿,出席市民法律諮詢服務義務輪值律師感謝餐會 蔣萬安感謝法服律師無私地為市民提供法律協助,public_statement,gpt-4.1-mini,2026-06-25T12:58:38
NEWS_01202,臺北市長蔣萬安於運動有功團體表揚典禮致詞，感謝貢獻者並強調持續培育運動人才與場館升級。,蔣萬安出席運動有功團體表揚，強調培育運動人才。,體育,"[""運動"", ""體育賽事"", ""體育發展"", ""運動中心"", ""活動出席""]","[""運動有功團體"", ""培育選手"", ""體育場館"", ""生涯規劃"", ""國際賽事""]",正向,"[""蔣萬安"", ""洪莉翔"", ""廖奕淳"", ""劉文章"", ""王冠閎""]","[""臺北市政府體育局"", ""臺北市政府""]","[""臺北市"", ""臺灣""]",活動出席,不適用,表揚,0.95,2023-09-07,市長新聞稿,臺北市政府市長新聞稿,出席「臺北市112年運動有功團體及人員表揚典禮」 蔣萬安:臺北市持續培養優秀運動人才,public_statement,gpt-4.1-mini,2026-06-25T12:58:45
NEWS_01203,臺北市長蔣萬安宣布「2023 U-Sport臺北樂運動」啟動，推動23至64歲市民規律運動，結合運動中心發放運動點數並鼓勵健康生活，同時回應登革熱防治與社宅環境問題。,蔣萬安宣布2023 U-Sport運動政策及市政回應,體育,"[""運動中心"", ""健康促進"", ""公共衛生"", ""社宅"", ""防疫"", ""市政""]","[""U-Sport"", ""規律運動"", ""運動點數"", ""登革熱防治"", ""社宅安置""]",正向,"[""蔣萬安""]","[""臺北市政府"", ""教育局"", ""衛生局"", ""社會局"", ""警察局"", ""清潔隊"", ""健康服務中心"", ""戶政事務所"", ""公園處"", ""動保處""]","[""臺北市"", ""12區"", ""北市運動中心"", ""明倫社宅""]",政策宣布,推動中,宣布,0.95,2023-09-07,市長新聞稿,臺北市政府市長新聞稿,蔣萬安落實運動政見 推出「2023 U-Sport臺北樂運動」,public_statement,gpt-4.1-mini,2026-06-25T12:58:53
NEWS_01204,臺北市長蔣萬安出席交通安全月記者會，強調推動人本交通政策、行人安全友善計畫及改善機車交通事故問題，呼籲共創安全交通環境。,蔣萬安推人本交通，減少交通事故,交通,"[""交通安全"", ""機車"", ""行人道"", ""交通號誌"", ""青年"", ""市政管理""]","[""人本交通"", ""交通事故"", ""交通安全月"", ""機車安全"", ""行人安全""]",正向,"[""蔣萬安""]","[""臺北市政府""]","[""臺北市""]",活動出席,不適用,呼籲,0.95,2023-09-05,市長新聞稿,臺北市政府市長新聞稿,出席交通安全月記者會 蔣萬安大力推行人本交通政策,public_statement,gpt-4.1-mini,2026-06-25T12:58:57
NEWS_01205,臺北市長蔣萬安邀請前市長黃大洲專題演講，分享施政經驗並強調承先啟後的市政推動理念，涵蓋捷運、大安森林公園及治水計畫等重點。,市長邀黃大洲演講分享施政經驗,市政管理,"[""市政"", ""治理"", ""公共建設"", ""防災"", ""行政效率""]","[""黃大洲"", ""蔣萬安"", ""施政經驗"", ""市政會議"", ""治水計畫""]",正向,"[""黃大洲"", ""蔣萬安"", ""李四川"", ""林奕華""]","[""臺北市政府"", ""市長新聞稿"", ""市府團隊""]","[""臺北市"", ""大安森林公園"", ""中華商場"", ""基隆河""]",活動出席,不適用,交流,0.95,2023-09-05,市長新聞稿,臺北市政府市長新聞稿,黃大洲赴臺北市政府進行專題演講 蔣萬安:奠基前人努力 讓臺北不斷繁榮進步,public_statement,gpt-4.1-mini,2026-06-25T12:59:04
NEWS_01206,"臺北市獲捐2,000臺口袋型助聽器，提供有聽力需求的市民免費服務，提升生活品質，並強調公私協力的重要性。","北市獲贈2,000臺助聽器免費發放",社會福利,"[""身障福利"", ""弱勢照顧"", ""老人照護""]","[""助聽器"", ""捐贈"", ""公私協力"", ""臺北市"", ""身心障礙""]",正向,"[""蔣萬安"", ""戴錫欽""]","[""臺北市政府"", ""臺北市議會"", ""皇長建設股份有限公司"", ""吉田開發建設有限公司"", ""礁溪扶輪社"", ""元健大和直販事業股份有限公司""]","[""臺北市"", ""宜蘭""]",活動出席,不適用,感謝,0.95,2023-09-04,市長新聞稿,臺北市政府市長新聞稿,"北市受贈2,000臺口袋型助聽器 蔣萬安:讓需求民眾即刻得到實質幫助",public_statement,gpt-4.1-mini,2026-06-25T12:59:10
NEWS_01207,臺北市災害應變中心提醒海葵颱風3日風雨最強，呼籲民眾減少外出，並持續監控菜價波動，協助東部南部災情支援。,海葵颱風來襲市府呼籲減少外出,公共安全,"[""防災"", ""災害應變"", ""公安"", ""菜價監控"", ""民生物資""]","[""海葵颱風"", ""災害應變"", ""減少外出"", ""菜價波動"", ""民生物資""]",中性,"[""莫懷祖"", ""蔣市長""]","[""臺北市政府"", ""災害應變中心"", ""災害防救辦公室"", ""產業局"", ""臺北農產運銷"", ""臺北漁產運銷"", ""臺北畜產運銷""]","[""臺北市"", ""臺東"", ""宜蘭"", ""花蓮"", ""屏東"", ""高雄""]",危機回應,執行中,呼籲,0.95,2023-09-03,市長新聞稿,臺北市政府市長新聞稿,海葵颱風3日午間到晚間最接近臺北 北市府呼籲民眾減少不必要外出,public_statement,gpt-4.1-mini,2026-06-25T12:59:16
NEWS_01208,海葵颱風於臺東登陸後北市風力減弱，影響趨小，臺北市宣布9月4日正常上班上課，並因應災情積極復原。,海葵颱風影響變小，臺北市4日正常上班課,公共安全,"[""災害應變"", ""防災"", ""公安"", ""交通安全"", ""市政管理""]","[""海葵颱風"", ""臺北市"", ""災害應變中心"", ""風災復原"", ""正常上班上課""]",中性,"[""莫懷祖"", ""蔣市長""]","[""臺北市政府"", ""臺北市災害應變中心"", ""災害防救辦公室"", ""人事處"", ""教育局"", ""交通局"", ""水利處""]","[""臺北市"", ""臺東縣"", ""北部地區"", ""大屯山區"", ""士林"", ""天母""]",危機回應,持續辦理,說明,0.95,2023-09-03,市長新聞稿,臺北市政府市長新聞稿,海葵颱風對北部地區影響趨小 臺北市明(4)日照常上班上課,public_statement,gpt-4.1-mini,2026-06-25T12:59:22
NEWS_01209,臺北市災害應變中心因應海葵颱風持續二級開設，宣布3日未達停止上班及上課標準，並呼籲市民下載防災APP掌握災情資訊。,海葵颱風影響北市災變中心持續開設,公共安全,"[""防災"", ""災害應變"", ""治安"", ""公共安全"", ""災情通報""]","[""海葵颱風"", ""災害應變中心"", ""停止上課"", ""菜價監控"", ""拖吊作業""]",中性,"[""王秋冬""]","[""臺北市政府"", ""臺北市災害應變中心"", ""警察局"", ""產業局"", ""人事處"", ""交通部中央氣象局""]","[""臺北市"", ""臺東"", ""基隆市"", ""新北市"", ""桃園市""]",危機回應,持續辦理,說明,0.95,2023-09-02,市長新聞稿,臺北市政府市長新聞稿,3日未達停止上班上課標準 北市災害應變中心持續二級開設,public_statement,gpt-4.1-mini,2026-06-25T12:59:29
NEWS_01210,臺北市長蔣萬安視察民權大橋整建工程撤離工作，強調以料敵從寬、禦敵從嚴應對颱風，並說明分階段關閉水門及防汛措施。,蔣萬安視察撤離工作，分階段關水門防颱風。,公共安全,"[""防災"", ""建築安全"", ""勞檢"", ""消防"", ""災害應變""]","[""民權大橋"", ""撤離工作"", ""颱風防範"", ""水門關閉"", ""防災演練""]",中性,"[""蔣萬安""]","[""臺北市政府"", ""新工處"", ""水利處"", ""公園處"", ""建管處"", ""勞檢處""]","[""臺北市"", ""花東"", ""淡水河"", ""中山橋"", ""百齡橋""]",危機回應,執行中,說明,0.95,2023-09-02,市長新聞稿,臺北市政府市長新聞稿,視察民權大橋整建工程撤離工作 蔣萬安：各單位嚴正以待，料敵從寬、禦敵從嚴,public_statement,gpt-4.1-mini,2026-06-25T12:59:35
NEWS_01211,臺北市因應海葵颱風提升災害應變中心為二級開設，加強防颱準備、疏散門管制、建築穩固及交通拖吊工作，並持續宣導民眾防災措施。,北市災害應變中心提升加強防颱整備。,公共安全,"[""防災"", ""災害應變"", ""消防"", ""建築安全"", ""交通安全""]","[""海葵颱風"", ""災害應變中心"", ""防颱準備"", ""疏散管制"", ""拖吊作業""]",中性,"[""李四川""]","[""臺北市政府"", ""消防局"", ""工務局"", ""警察局"", ""交通大隊"", ""水利處"", ""捷運公司"", ""教育局"", ""建管處"", ""新工處"", ""勞檢處""]","[""臺北市""]",危機回應,執行中,說明,0.95,2023-09-02,市長新聞稿,臺北市政府市長新聞稿,北市災害應變中心提升二級開設 持續加強防颱宣導及整備工作,public_statement,gpt-4.1-mini,2026-06-25T12:59:40
NEWS_01212,臺北市長蔣萬安擔任112年秋祭忠烈陣亡將士典禮主祭，感謝先賢烈士犧牲並強調市府持續推動南港軍人公墓壁葬擴充及軍人遺族照顧。,蔣萬安主祭秋祭 強調和平與軍人遺族照顧,市政管理,"[""社會福利"", ""公共建設"", ""敬老福利"", ""軍人福利""]","[""秋祭"", ""烈士犧牲"", ""軍人公墓"", ""遺族照顧"", ""和平""]",正向,"[""蔣萬安"", ""余大維""]","[""臺北市政府""]","[""臺北市"", ""南港""]",活動出席,不適用,感謝,0.95,2023-09-01,市長新聞稿,臺北市政府市長新聞稿,擔任臺北市112年秋祭主祭 蔣萬安：先賢烈士犧牲生命 我們應為下一代創造和平,public_statement,gpt-4.1-mini,2026-06-25T12:59:44
NEWS_01213,臺北市長蔣萬安召開海葵颱風整備會議，宣布水門「只出不進」管制，要求相關局處加強工地安全及巡檢災害易發區，防範颱風風雨影響。,臺北市長召開颱風整備會議，宣布水門管制及加強防災準備。,公共安全,"[""防災"", ""災害應變"", ""公安"", ""建築安全""]","[""颱風海葵"", ""水門管制"", ""防災整備"", ""工地安全""]",中性,"[""蔣萬安"", ""李四川""]","[""臺北市政府"", ""警察局"", ""水利處"", ""都發局"", ""建管處"", ""民政局"", ""工務局"", ""各區公所""]","[""臺北市"", ""東北角"", ""宜蘭""]",危機回應,執行中,宣布,0.95,2023-09-01,市長新聞稿,臺北市政府市長新聞稿,嚴防海葵颱風 蔣萬安主持颱風整備會議嚴陣以待,public_statement,gpt-4.1-mini,2026-06-25T12:59:49
NEWS_01214,臺北市長蔣萬安結束上海雙城論壇之行，強調兩岸和平穩定與市政合作，並分享兩地城市治理與生態永續經驗。,蔣萬安上海雙城論壇促進兩岸市政交流合作,國際交流,"[""雙城論壇"", ""市政合作"", ""生態永續"", ""高齡化"", ""和平穩定""]","[""雙城論壇"", ""蔣萬安"", ""兩岸關係"", ""市政合作"", ""生態永續""]",正向,"[""蔣萬安"", ""龔市長"", ""戴議長"", ""葉副議長""]","[""臺北市政府"", ""上海市政府"", ""市議會""]","[""臺北市"", ""上海""]",國際交流,不適用,宣傳,0.95,2023-08-31,市長新聞稿,臺北市政府市長新聞稿,結束上海雙城論壇之行 蔣萬安：期望兩岸持續和平、穩定、繁榮,public_statement,gpt-4.1-mini,2026-06-25T12:59:54
NEWS_01215,臺北市長蔣萬安參訪上海樂鄰坊與新涇五村，學習社區多元互動與智慧康養服務，強調推動幼托與老人福利。,蔣萬安參訪上海樂鄰坊與新涇五村交流社區服務。,社會福利,"[""兒少福利"", ""老人照護"", ""身障福利"", ""社會救助"", ""社區互動""]","[""幼有所托"", ""老有所依"", ""智慧康養"", ""社區服務"", ""社會福利""]",正向,"[""蔣萬安""]","[""臺北市政府"", ""上海市長寧區"", ""樂鄰坊"", ""新涇五村"", ""吾愛家中心"", ""愛馨苑""]","[""臺北市"", ""上海市"", ""長寧區"", ""新涇五村""]",國際交流,不適用,交流,0.95,2023-08-31,市長新聞稿,臺北市政府市長新聞稿,參訪樂鄰坊和新涇五村 蔣萬安：朝「幼有所托、老有所依、廢疾者有所養」努力邁進,public_statement,gpt-4.1-mini,2026-06-25T12:59:59
NEWS_01216,蔣萬安赴上海參訪環境能源交易所及多個設施，交流淨零減碳與城市規劃經驗，並與臺商座談，推動兩市市政及長照合作。,蔣萬安上海訪問，交流淨零碳排與市政經驗,環境永續,"[""淨零"", ""減碳"", ""永續"", ""都市規劃"", ""長照"", ""國際合作""]","[""上海環境能源交易所"", ""淨零碳排"", ""雙城論壇"", ""臺商座談"", ""長照交流""]",正向,"[""蔣萬安"", ""龔正"", ""許伯"", ""簡芝""]","[""臺北市政府"", ""上海環境能源交易所"", ""臺北市交通局"", ""臺北市環保局"", ""臺北市動物園""]","[""臺北市"", ""上海市"", ""浦東"", ""洋山深水港"", ""上海圖書館東館"", ""南港""]",國際交流,不適用,交流,0.95,2023-08-31,市長新聞稿,臺北市政府市長新聞稿,赴上海環境能源交易所 蔣萬安：追求淨零排放的參考與借鏡,public_statement,gpt-4.1-mini,2026-06-25T13:00:04
NEWS_01217,臺北市長指示各局處嚴密監控海葵颱風動態，強化防洪排水與建築設施穩固，並改善拖吊政策以減輕警方負擔，保障北部地區公共安全。,臺北加強防颱備災，重視海葵颱風影響。,公共安全,"[""防災"", ""公安"", ""建築安全"", ""災害應變"", ""交通安全""]","[""颱風整備"", ""蘇拉"", ""海葵"", ""防洪排水"", ""拖吊政策""]",中性,"[""李四川"", ""蔣萬安市長"", ""張郁慧""]","[""臺北市政府"", ""中央氣象局"", ""臺北市災害防救辦公室"", ""工務局"", ""建管處"", ""新工處"", ""消防局"", ""交通局"", ""停管處""]","[""臺北市"", ""北部地區"", ""屏東"", ""恆春半島"", ""上海""]",危機回應,執行中,呼籲,0.95,2023-08-30,市長新聞稿,臺北市政府市長新聞稿,主持蘇拉颱風整備會議 李四川提醒海葵颱風對北部地區影響更大,public_statement,gpt-4.1-mini,2026-06-25T13:00:14
NEWS_01218,臺北市長蔣萬安於雙城論壇主論壇致詞，強調跨城對話與合作，聚焦低碳永續、數位經濟、智慧醫療，並推動兩岸交流與和平繁榮。,雙城論壇開幕 蔣萬安強調兩岸和平與合作,國際交流,"[""城市治理"", ""兩岸交流"", ""低碳永續"", ""數位經濟"", ""智慧醫療""]","[""雙城論壇"", ""蔣萬安"", ""兩岸關係"", ""城市治理"", ""合作備忘錄""]",正向,"[""蔣萬安"", ""龔市長"", ""俞大維"", ""張愛玲""]","[""臺北市政府"", ""上海市政府"", ""臺北市立動物園""]","[""臺北"", ""上海"", ""洋山港"", ""老港基地"", ""臺灣""]",活動出席,不適用,交流,0.95,2023-08-30,市長新聞稿,臺北市政府市長新聞稿,臺北上海雙城論壇主論壇今日開幕 蔣萬安：「雙城好，兩岸好」,public_statement,gpt-4.1-mini,2026-06-25T13:00:24
NEWS_01219,臺北市長蔣萬安參訪上海圖書館、城市規劃展示館及保租房，借鏡上海數位化服務與城市規劃，提升臺北公共設施與居住品質。,蔣萬安參訪上海圖書館及保租房，借鏡數位化與城市規劃。,都市發展,"[""智慧城市"", ""數位治理"", ""公共建設"", ""住宅政策"", ""都市計畫""]","[""數位化"", ""圖書館"", ""保租房"", ""城市規劃"", ""智慧化""]",正向,"[""蔣萬安""]","[""臺北市政府"", ""上海圖書館"", ""上海城市規劃展示館"", ""上海市保障性租賃住房"", ""上實城開集團""]","[""臺北市"", ""上海市"", ""閔行區"", ""莘莊鎮""]",國際交流,不適用,交流,0.95,2023-08-30,市長新聞稿,臺北市政府市長新聞稿,參觀上海圖書館東館 蔣萬安:借鏡整體數位化過程 提供市民更優化完善的體驗,public_statement,gpt-4.1-mini,2026-06-25T13:00:31
NEWS_01220,蔣萬安赴上海參訪雙城論壇，感謝上海市龔正及團隊安排，參訪上海圖書館東館、城規館及保租房，推動雙城交流與合作。,蔣萬安赴上海參訪雙城論壇並感謝接待。,國際交流,"[""國際合作"", ""城市外交"", ""雙城論壇"", ""青年住宅"", ""都市發展""]","[""雙城論壇"", ""上海"", ""蔣萬安"", ""市政參訪"", ""保租房""]",正向,"[""蔣萬安"", ""龔正""]","[""臺北市政府"", ""上海市政府"", ""上海市圖書館東館"", ""上海城規館""]","[""臺北市"", ""上海市"", ""閩行區""]",國際交流,不適用,感謝,0.95,2023-08-30,市長新聞稿,臺北市政府市長新聞稿,赴雙城論壇晚宴 蔣萬安感謝上海市龔正市長及其團隊完善的市政行程安排,public_statement,gpt-4.1-mini,2026-06-25T13:00:36
